
200,0,0,881184,184634,36836,52399,54444,205282,192114,67411

200,0,0,425745,163204,52549,27744,95393,346429,407196,129323

200,0,0,459157,197208,109536,103573,92338,485795,145193,76930

200,0,0,910324,698347,47459,85735,58898,92460,74787,32477

200,0,0,1313161,80756,38404,23181,52727,288857,355893,124276

200,0,0,723144,223586,34618,56277,144664,498071,489561,239487

200,0,0,1314007,258672,46058,23498,86939,82175,167476,112951

200,0,0,1023043,765778,224606,216881,99662,191443,116838,74327

200,0,0,333342,180311,17357,22664,41289,428779,615607,129414

200,0,0,187730,38847,8535,13774,4921,80402,105571,15398

200,0,0,933183,1585502,49181,76559,94847,98310,90301,24387
