
200,0,0,849395,210857,21027,18589,10534,90507,5205,3108

200,0,0,1556359,167337,94134,35473,6282,79971,35272,2999

200,0,0,96043,23325,5198,8389,4545,6450,15490,1600

200,0,0,528771,255033,61041,74714,48604,407907,10547,3781

200,0,0,433035,110995,16168,30580,8418,11897,9714,1015

200,0,0,424705,17359,9112,9342,4646,19496,5926,1170

200,0,0,830261,157269,107775,102350,39329,218775,15073,6073

200,0,0,233008,10783,2765,1838,1753,5265,1077,97

200,0,0,318125,6302,1830,1392,1760,4697,370,133

200,0,0,12573,1286,260,493,702,643,173,61

200,0,0,49032,5709,2044,701,147,6162,139,18

200,0,0,668438,88754,21181,33955,6628,52941,12046,2927

200,0,0,589398,23550,12188,8200,7497,15322,1895,502

200,0,0,214967,4834,1741,2002,1314,1702,1731,366

200,0,0,524697,35337,2977,2491,2005,27734,1424,258

200,0,0,410659,9953,5582,2824,1741,15081,969,532

200,0,0,3218716,336212,193891,202690,33485,348202,22855,11843

200,0,0,22284,5766,1013,650,400,7286,150,96

200,0,0,260249,25156,5093,5560,1980,28468,1309,288

200,0,0,182179,18066,2120,2747,1358,3792,247,123

200,0,0,144160,4153,4366,990,2303,2251,309,329

200,0,0,206040,61122,1941,9243,1033,32374,611,669

200,0,0,216117,4675,834,1651,1023,5170,552,215

200,0,0,104232,48237,2382,8556,2141,26062,320,703

200,0,0,46017,285027,4822,67673,3891,122331,1827,1530

200,0,0,172999,5489,163,862,176,6828,263,47

200,0,0,685871,41426,1478,15793,1347,14650,3015,411

200,0,0,593821,25358,14951,7762,9531,6771,3555,866

200,0,0,41752,5669,2900,1015,479,1856,1094,140

200,0,0,36889,4113,769,830,303,7655,255,75

200,0,0,157261,9916,540,1526,1262,4833,318,128

200,0,0,19282,15816,1630,934,1142,3275,203,152

200,0,0,241882,34681,6677,10108,258,24477,2308,280

200,0,0,394009,38634,3532,3592,1350,28249,779,244

200,0,0,248497,6244,3005,5195,1424,3468,368,269

200,0,0,60364,7585,1266,1460,1635,3822,309,319

200,0,0,127762,34988,3076,4830,1714,30860,1192,454

200,0,0,1032428,1057272,36750,140585,55354,319421,34230,11535

200,0,0,37915,14009,1439,630,230,5929,139,48

200,0,0,15659,1975,415,422,568,726,82,53

200,0,0,176238,77067,9577,41760,2535,118845,4264,1347

200,0,0,126482,7015,1078,594,1252,4556,205,145

200,0,0,356814,31780,4344,12020,4265,21851,634,369

200,0,0,1030128,68239,15297,11716,6271,95308,6800,1420

200,0,0,937104,260372,75834,106851,15608,387204,9795,13194

200,0,0,633284,23789,5527,2204,5112,23402,418,141

200,0,0,1624440,308237,16082,33633,10042,71275,1912,1921

200,0,0,717435,14538,7930,6508,2109,8390,3262,552

200,0,0,214785,87023,510,12438,2871,17369,4214,573

200,0,0,811881,125431,8286,79277,6103,74839,8125,1801

200,0,0,491544,29625,6093,3804,1659,15673,4926,1510

200,0,0,458262,22794,6191,2451,1834,27252,636,556

200,0,0,63364,12209,1851,1659,126,5607,174,37

200,0,0,148017,5478,268,1133,1105,4460,300,85

200,0,0,18730,3139,313,243,733,832,220,131

200,0,0,1124961,986996,54081,215234,17905,386859,14875,9870

200,0,0,281046,31895,2323,3489,1281,28802,808,471

200,0,0,1658410,208987,77695,260780,20220,283305,43888,13376

200,0,0,159025,10360,1208,3381,2516,2883,236,383

200,0,0,390742,385902,44219,163526,23800,393285,26182,4826

200,0,0,1015115,132324,7829,25620,3120,119734,1604,6153

200,0,0,251166,16174,3432,2520,2207,3199,212,142

200,0,0,140525,7411,1033,488,1689,3837,710,232

200,0,0,525457,102522,3937,22752,5412,102088,1793,657

200,0,0,220141,18997,386,6510,5647,17005,748,490

200,0,0,244257,5223,1402,1122,1097,4611,222,200

200,0,0,63668,13754,3029,1653,1354,2967,866,601

200,0,0,75517,5385,2904,143,129,7423,398,204

200,0,0,654213,69720,15245,21470,8325,56503,3832,2503

200,0,0,212373,12580,3220,3055,2104,2940,316,266

200,0,0,393196,7541,1817,1877,1614,2359,948,129

200,0,0,807634,27267,631,4449,917,31363,1004,279

200,0,0,3024425,414981,61741,84927,39973,378119,31246,6630

200,0,0,358873,212784,16330,25565,4258,105091,4442,2600

200,0,0,1625801,117351,27585,26383,6895,131291,9309,1561

200,0,0,43424,11028,1430,127,636,5579,616,61

200,0,0,194570,19417,1323,3394,1739,3627,225,213

200,0,0,113310,6079,4786,458,2093,3349,2594,276

200,0,0,719207,17619,2486,5382,2257,20185,3200,384

200,0,0,227859,65307,4543,5190,1870,30256,694,585

200,0,0,285217,9633,3550,2642,728,4544,208,84

200,0,0,18144,1954,125,92,568,514,113,24

200,0,0,221982,22997,989,5336,2909,26254,1397,568

200,0,0,118992,3921,886,1052,922,1276,1295,276

200,0,0,1165524,94443,46758,24492,17979,82516,6268,4395

200,0,0,1306249,14154,7631,6330,3330,11708,5773,1032

200,0,0,89282,15314,582,1015,644,7258,317,120

200,0,0,940948,35574,11218,4722,6350,16616,1496,215

200,0,0,19025,3282,562,644,945,4810,69,158

200,0,0,16251,5732,1705,1064,186,5723,225,50

200,0,0,339438,10802,3116,1094,1587,5546,170,243

200,0,0,197134,17746,2395,3073,1473,3572,149,162

200,0,0,149191,10386,2737,2926,2504,2128,338,418

200,0,0,852725,159542,16487,19420,3422,102221,5487,3449

200,0,0,1190401,127664,7062,35610,16369,95314,3612,1715

200,0,0,958232,213822,20124,170751,12079,361120,6143,10371

200,0,0,108596,189614,1095,87607,3671,118167,4326,2334

200,0,0,46281,5802,1936,421,194,7431,147,29

200,0,0,1419832,57946,7344,21269,25411,62911,2622,912

200,0,0,360255,3924,1846,2679,2438,2780,211,278

200,0,0,371255,50629,3669,5090,1705,34392,1745,387

200,0,0,65116,6454,440,226,589,9194,282,63

200,0,0,181989,11733,2020,1992,2462,4246,223,189

200,0,0,42761,2161,1259,958,663,415,160,186

200,0,0,33388,3921,2674,1600,356,7723,174,156

200,0,0,275611,6376,1634,2568,1331,5439,340,130

200,0,0,235030,6318,3844,2601,1831,3797,341,167

200,0,0,9193,1718,578,316,636,695,154,74

200,0,0,110439,24144,450,10357,1176,29030,354,228

200,0,0,410095,6206,3105,1229,1479,4990,187,126

200,0,0,94577,77981,2294,16133,974,21357,911,490

200,0,0,178220,547379,38827,317717,16542,474160,12795,13272

200,0,0,161624,35781,20298,4603,3563,27461,4712,1461

200,0,0,1825322,35963,15258,18502,8473,70598,9473,4550

200,0,0,62841,19471,2606,1614,2666,1442,835,544

200,0,0,1161156,347691,24603,9168,94971,271768,23924,6219

200,0,0,160124,29459,14648,18548,4079,15455,9696,3578

200,0,0,451508,41412,7786,13462,4199,18752,10682,1679
ERROR: Checksum
29,0,0,44086,12677,1613,1436,1810,845,572,85
ERROR: Checksum
55,0,0,197414,3890,1748,762,708,1264,197,44
ERROR: Checksum
55,0,0,90082,3938,744,482,2302,2230,190,230
ERROR: Checksum
200,0,0,482197,692087,55687,108109,16188,476013,9232,11847
ERROR: Checksum
200,0,0,89333,137357,1604,37350,5015,131887,4556,1229
ERROR: Checksum
200,0,0,587748,121333,18172,29963,10718,48374,9326,1798
ERROR: Checksum
200,0,0,255233,5189,2459,4293,2080,1857,832,292
ERROR: Checksum
200,0,0,250069,67436,1378,8068,960,27607,637,339
ERROR: Checksum
200,0,0,62539,23915,6497,4550,786,30033,412,242
ERROR: Checksum
200,0,0,164782,7489,1589,3217,2129,3823,206,133
ERROR: Checksum
200,0,0,110715,14257,2889,1063,2169,2415,111,209
ERROR: Checksum
200,0,0,1065767,183538,15727,14152,5257,101097,2261,798
ERROR: Checksum
200,0,0,507071,56849,5716,6816,1223,25734,376,301
ERROR: Checksum
200,0,0,818651,77806,4642,18120,6463,67621,4406,1972
ERROR: Checksum
200,0,0,25749,1240,296,94,586,627,40,58
ERROR: Checksum
200,0,0,76613,42996,3755,8931,592,31123,496,245
ERROR: Checksum
200,0,0,60940,6244,1170,806,746,3228,192,36
ERROR: Checksum
200,0,0,224308,11995,4004,2927,2149,2873,277,292
ERROR: Checksum
200,0,0,570120,18898,8600,7183,1343,28112,933,573
ERROR: Checksum
200,0,0,501602,13654,3854,2490,1871,27579,496,648
ERROR: Checksum
200,0,0,811078,144960,3946,43577,4416,62484,4208,2727
ERROR: Checksum
200,0,0,241245,9187,10544,8566,1062,15442,801,666
ERROR: Checksum
200,0,0,36908,10764,967,820,162,7188,124,70
ERROR: Checksum
200,0,0,58520,5936,279,802,690,7507,110,81
ERROR: Checksum
200,0,0,194806,9556,4812,3847,1659,3095,206,181
ERROR: Checksum
200,0,0,107532,11576,1955,1639,2076,2683,164,192
ERROR: Checksum
200,0,0,39266,20431,1089,1462,95,6875,178,53
ERROR: Checksum
200,0,0,4373,551,620,744,613,2523,96,78
ERROR: Checksum
200,0,0,143976,4801,6235,1841,2046,2319,499,159
ERROR: Checksum
200,0,0,534419,20913,3427,3083,1292,33120,940,444
ERROR: Checksum
200,0,0,83061,14165,288,576,467,7836,281,58
ERROR: Checksum
200,0,0,2053678,91613,17772,19849,7915,80748,3124,3807
ERROR: Checksum
200,0,0,57863,12794,1043,751,410,3966,261,203
ERROR: Checksum
200,0,0,158736,61996,3157,3585,615,27119,418,108
ERROR: Checksum
200,0,0,1144648,345779,102593,175598,13066,409467,12428,7931
ERROR: Checksum
200,0,0,534729,184731,8817,30869,4231,113807,1424,3564
ERROR: Checksum
200,0,0,26275,746,205,106,734,566,37,59
ERROR: Checksum
200,0,0,388153,27635,6627,4893,1871,30554,683,218
ERROR: Checksum
200,0,0,465054,51455,7518,3907,1984,16589,642,269
ERROR: Checksum
200,0,0,95307,22915,6895,6314,5327,3975,6526,848
ERROR: Checksum
200,0,0,120526,5009,747,1669,385,7216,331,221
ERROR: Checksum
200,0,0,75258,23871,138,785,186,7002,135,108
ERROR: Checksum
200,0,0,905770,806358,23718,183760,48336,417801,5659,11101
ERROR: Checksum
200,0,0,236039,17162,3443,6786,1652,21919,1482,556
ERROR: Checksum
200,0,0,185337,60840,1905,5255,548,28945,586,179
ERROR: Checksum
200,0,0,291569,9873,1904,2346,695,4941,284,65
ERROR: Checksum
200,0,0,249838,7348,2175,3676,1994,2278,218,202
ERROR: Checksum
200,0,0,24874,842,307,156,436,636,71,41
ERROR: Checksum
200,0,0,323130,78890,3746,4378,3005,12247,1372,354
ERROR: Checksum
200,0,0,514410,19621,5268,2402,1346,25165,1388,171
ERROR: Checksum
200,0,0,206618,17789,1926,6445,3144,6605,11903,799
ERROR: Checksum
200,0,0,695925,16834,4495,1946,2911,33813,1464,355
ERROR: Checksum
200,0,0,352484,63967,3162,8265,1149,27463,1058,1094

29,0,0,457252,44792,49104,23422,2177,4252,4958,7725

80,0,0,1453938,1895842,308220,499969,266339,501236,410814,234655

29,0,0,813053,139447,12716,20335,49866,21651,67082,22967

29,0,0,1624799,171378,60073,69326,41105,17939,36519,13881

200,0,0,83162,65269,19698,28426,11124,20939,11225,6635

200,0,0,640494,1358569,1759992,1263060,698108,497538,453795,86726

200,0,0,347071,33036,18273,12919,36821,24617,26680,9005

200,0,0,562381,64375,46851,10833,12373,31497,15464,6661

200,0,0,1139911,427578,155326,73629,159322,184146,159472,121288

200,0,0,356340,280525,165087,15037,70902,61568,78806,19473

200,0,0,1070377,387505,64708,38540,63940,70777,36215,67498

200,0,0,3105731,318518,606874,102681,175483,264276,483460,169071

200,0,0,260294,117936,49073,34310,43368,92844,60606,66746

200,0,0,314960,80199,13282,5863,6974,34900,23528,22918

200,0,0,1832453,196783,31304,61093,94171,77106,44465,75182

200,0,0,1655970,220612,36417,54208,34340,26451,33154,23239

200,0,0,694329,117669,44330,195871,39796,54854,24837,31178

200,0,0,387551,195371,39143,108646,92016,30546,108701,50289

200,0,0,1387673,152893,18134,33626,60983,39201,36429,21509

200,0,0,1244456,515885,17059,81708,391259,112566,142283,118376

200,0,0,233213,36784,36606,49827,73043,53447,13133,14836

80,0,0,508675,397776,241365,240593,281020,274500,107279,115304

29,0,0,601079,88120,13641,18162,101344,48179,23150,21434

29,0,0,936763,209116,113677,168277,200210,50750,89632,81406

29,0,0,81874,21704,24526,8592,10748,7456,8054,11376

200,0,0,171879,644439,86943,62523,39632,95303,55036,18575

200,0,0,1277874,194327,97766,63219,74511,86615,63073,20842

200,0,0,957621,1235522,236304,15813,301906,115217,323962,229675

200,0,0,1151248,140307,17042,19503,52307,58761,85412,31512

200,0,0,16885,33894,3210,4385,4691,3078,3600,1795

200,0,0,141273,40525,7469,8250,15271,10641,1876,9709

200,0,0,320459,44938,18705,13320,3750,10881,11508,14511
ERROR: Packet too long È
200,0,0,378335,58730,8395,12147,13915,9746,14509,9252
ERROR: Packet too long È
200,0,0,118969,115298,124191,54612,38160,69069,67852,42947
ERROR: Packet too long È
200,0,0,1672716,1098845,270400,254625,406411,424467,412744,376091
ERROR: Packet too long È
200,0,0,337699,111098,20381,34069,22926,18099,20553,17529
ERROR: Packet too long È
200,0,0,164617,69015,34029,18639,47417,32634,16385,12606
ERROR: Packet too long È
200,0,0,264605,224243,203464,158104,83802,78469,62381,68209
ERROR: Packet too long È
200,0,0,1648866,532016,245297,58966,213597,120246,167646,58429
ERROR: Packet too long È
200,0,0,540720,52888,30551,19932,70516,42209,17916,6859
ERROR: Packet too long È
200,0,0,243026,117017,37851,27387,43165,55159,64818,17037
ERROR: Packet too long È
200,0,0,768439,75132,29690,25460,12842,13840,13722,9442
ERROR: Packet too long È
200,0,0,892241,401222,125978,46617,63199,53191,71363,41862
ERROR: Packet too long È
200,0,0,163909,6284,10027,9017,2508,2789,4793,5097
ERROR: Packet too long È
200,0,0,911099,384449,539574,194567,57322,74454,68595,37634
ERROR: Packet too long È
200,0,0,1414025,268724,38190,220683,146338,86000,45479,44739
ERROR: Packet too long È
200,0,0,409320,21073,4093,5978,12622,5741,2830,2700
ERROR: Packet too long È
200,0,0,743027,115361,40274,46375,43372,21116,30761,14276
ERROR: Packet too long È
200,0,0,232866,90044,24640,39635,56304,19795,38187,18953
ERROR: Packet too long È
200,0,0,631467,46941,19235,33715,20430,25516,17897,15500
ERROR: Packet too long È
200,0,0,630015,297773,8307,66987,36675,47548,36291,32275
ERROR: Packet too long È
200,0,0,159963,149953,36384,29938,37879,18493,20851,6358
ERROR: Packet too long È
200,0,0,122853,5013,2674,3227,7103,1911,5039,5266
ERROR: Packet too long È
200,0,0,241537,89629,118503,16543,30861,56752,76754,39913
ERROR: Packet too long È
200,0,0,263236,219189,12379,24411,25504,36963,37087,21885
ERROR: Packet too long È
200,0,0,637108,197786,92548,49643,92539,56481,39410,15114
ERROR: Packet too long È
200,0,0,1633759,481032,87888,47527,97615,39259,52117,42694
ERROR: Packet too long È
200,0,0,1221864,287942,119282,57645,97809,72955,88123,74806
ERROR: Packet too long È
200,0,0,542553,45719,13773,33299,20479,14198,22158,6741
ERROR: Packet too long È
200,0,0,349313,56745,51733,53773,22949,64273,55376,21685
ERROR: Packet too long È
200,0,0,337846,19224,19245,9369,24282,11758,13589,20036
ERROR: Packet too long È
200,0,0,1325152,353361,118526,556685,193071,736899,499667,209058
ERROR: Packet too long È
200,0,0,354616,69565,54785,49582,53474,13622,16564,18843
ERROR: Packet too long È
200,0,0,1512237,497576,438411,265098,331176,195674,139389,191735
ERROR: Packet too long È
200,0,0,154490,15673,2614,7940,13305,9275,4375,8595
ERROR: Packet too long È
200,0,0,643251,27898,15131,8736,32041,24892,16290,9254
ERROR: Packet too long È
200,0,0,284837,1501805,322107,263659,50689,147580,157977,134010
ERROR: Packet too long È
200,0,0,197699,9926,1791,2642,2093,5452,5234,3587
ERROR: Packet too long È
200,0,0,228785,197288,14646,32506,42365,128839,87187,69769
ERROR: Packet too long È
200,0,0,973456,153637,115288,68050,186914,108290,53662,42993
ERROR: Packet too long È
200,0,0,81335,14900,21160,33144,13084,7811,11615,10281
ERROR: Packet too long È
200,0,0,481503,119365,71354,31246,18896,25071,12683,6744
ERROR: Packet too long È
200,0,0,350517,346934,187556,181986,77141,113731,130619,65454
ERROR: Packet too long È
200,0,0,231195,92150,12602,30269,9559,23099,47581,15254
ERROR: Packet too long È
200,0,0,2982119,258630,704510,746760,779200,502263,182905,153141
ERROR: Packet too long È
200,0,0,873080,382478,147345,65363,121618,59226,76341,83239
ERROR: Packet too long È
200,0,0,254065,56740,69149,29941,27913,35078,52007,19398
ERROR: Packet too long È
200,0,0,682110,178805,105238,497613,307228,359027,102366,70025
ERROR: Packet too long È
200,0,0,146081,100666,9024,105730,91109,38776,34476,16921
ERROR: Packet too long È
200,0,0,2158304,632937,32497,87412,26182,37692,68716,51362
ERROR: Packet too long È
200,0,0,1589104,236857,63732,34357,350146,180762,113858,73181
ERROR: Packet too long È
200,0,0,401389,685205,141846,213142,241417,234857,176898,215379
ERROR: Packet too long È
200,0,0,895106,303740,305896,482146,161639,106095,48457,37936
ERROR: Packet too long È
200,0,0,747704,27118,21651,17504,52078,38450,48182,28718
ERROR: Packet too long È
200,0,0,679597,582617,49427,74989,49759,58567,23415,11783
ERROR: Packet too long È
200,0,0,693685,252478,150813,112652,252388,121908,194684,89309
ERROR: Packet too long È
200,0,0,1021583,312827,677820,472215,165297,178949,229006,122531
ERROR: Packet too long È
200,0,0,627665,42174,41756,51194,81992,350072,28674,29535
ERROR: Packet too long È
200,0,0,526221,36846,38279,162028,114135,142571,63700,41090
ERROR: Packet too long È
200,0,0,2029815,62261,3012,14757,18449,17703,11946,22523
ERROR: Packet too long È
200,0,0,1287736,636258,172541,473629,480780,606130,231439,220501
ERROR: Packet too long È
200,0,0,2211956,777070,53082,89639,305062,578398,231845,174898
ERROR: Packet too long È
200,0,0,987464,352353,17088,28842,76771,56043,53606,29339
ERROR: Packet too long È
200,0,0,729993,584542,193185,185116,148378,62481,52911,32369
ERROR: Packet too long È
200,0,0,1190063,798581,97863,157009,418233,277383,236270,174537
ERROR: Packet too long È
200,0,0,441883,761300,88769,49511,210398,183459,97354,95900
ERROR: Packet too long È
200,0,0,642944,148313,10830,36521,142230,67866,62358,36524
ERROR: Packet too long È
200,0,0,582231,53369,18305,15066,6477,23302,7133,10328
ERROR: Packet too long È
200,0,0,1398128,104291,6085,25872,102060,23783,25525,29298
ERROR: Packet too long È
200,0,0,144896,129251,147851,168617,86327,123452,38926,49052
ERROR: Packet too long È
200,0,0,168405,22133,21327,29679,17068,15091,14475,15520
ERROR: Packet too long È
200,0,0,1114311,171529,122982,86915,106435,50671,30407,29418
ERROR: Packet too long È
200,0,0,1075246,638355,1494508,927340,1271853,708805,243767,183146
ERROR: Packet too long È
200,0,0,2253184,1557310,353687,674925,969340,806309,1780549,891706
ERROR: Packet too long È
200,0,0,889093,265824,167782,117970,86875,108310,97527,45611
ERROR: Packet too long È
200,0,0,1768618,1251197,144517,260606,190843,221896,274682,183777
ERROR: Packet too long È
200,0,0,2014733,686374,116155,64724,89555,51423,132667,88476
ERROR: Packet too long È
200,0,0,793287,149767,67483,12626,25224,17921,30368,21825
ERROR: Packet too long È
200,0,0,3706845,126206,54071,42383,162173,132825,147059,133185
ERROR: Packet too long È
200,0,0,704465,207542,55420,20495,92514,144285,88273,45653
ERROR: Packet too long È
200,0,0,793467,71011,120842,151087,26041,37449,48417,42620
ERROR: Packet too long È
200,0,0,218678,33139,3688,5860,9165,12315,11075,12040
ERROR: Packet too long È
200,0,0,50121,2337,575,578,2847,2420,2451,1246
ERROR: Packet too long È
200,0,0,673121,310591,97872,61289,21864,28032,109511,68515
ERROR: Packet too long È
200,0,0,524046,53475,20564,43153,30222,54257,39132,16963
ERROR: Packet too long È
200,0,0,902261,132061,31549,85872,112137,33502,77197,53133
ERROR: Packet too long È
200,0,0,2688644,252793,60153,74828,30845,82574,92899,62854
ERROR: Packet too long È
200,0,0,173019,23410,11200,10955,6950,9984,11849,11407
ERROR: Packet too long È
200,0,0,1231083,71043,926,7693,20427,14769,19034,17002
ERROR: Packet too long È
200,0,0,1155404,299887,74161,70224,64427,80028,101052,60611
ERROR: Packet too long È
200,0,0,757805,80165,42040,18787,14601,9245,23833,16428
ERROR: Packet too long È
200,0,0,567939,63638,24399,13468,2499,7217,16010,12221
ERROR: Packet too long È
200,0,0,1018148,114174,8271,27792,55928,59155,30545,38615
ERROR: Packet too long È
200,0,0,341506,80865,24434,22424,25802,12471,27353,16691
ERROR: Packet too long È
200,0,0,1215158,550104,488155,303085,281334,181926,500126,372297
ERROR: Packet too long È
200,0,0,119959,32423,11899,6113,4142,7604,9014,3457
ERROR: Packet too long È
200,0,0,255674,101639,88651,7922,36407,73963,37410,17197
ERROR: Packet too long È
200,0,0,376270,1925370,106277,259576,213490,849198,982345,337237
ERROR: Packet too long È
200,0,0,768277,441566,109584,178130,222350,104251,46965,29117
ERROR: Packet too long È
200,0,0,188814,72568,47378,60836,48859,43214,49310,26699
ERROR: Packet too long È
200,0,0,851989,437543,98130,49034,41077,68124,142066,85886
ERROR: Packet too long È
200,0,0,960412,769211,317335,267483,607651,350017,302204,216807
ERROR: Packet too long È
200,0,0,1485653,386799,24282,92769,58922,307363,239972,162489
ERROR: Packet too long È
200,0,0,1884703,272072,135620,74818,101122,26288,54974,34402
ERROR: Packet too long È
200,0,0,1013031,929455,179309,117257,102877,386431,170332,32323
ERROR: Packet too long È
200,0,0,1228206,173186,42931,235216,137967,165630,130909,73053
ERROR: Packet too long È
200,0,0,226444,138905,20010,111288,201384,61394,89138,72264
ERROR: Packet too long È
200,0,0,725165,23429,121112,119231,51553,84085,75690,61668
ERROR: Packet too long È
200,0,0,1212254,107223,40940,18524,22977,20820,18477,17668
ERROR: Packet too long È
200,0,0,638933,149622,79812,157446,133474,94695,89375,21206
ERROR: Packet too long È
200,0,0,2093241,475703,113968,26688,106766,113262,116949,48359
ERROR: Packet too long È
200,0,0,1895207,221110,126769,100704,501664,372134,38579,61035
ERROR: Packet too long È
200,0,0,1294225,1802493,303134,614299,755509,224684,168367,93243
ERROR: Packet too long È
200,0,0,985492,69220,30772,68969,41108,101743,106232,16871
ERROR: Packet too long È
200,0,0,164441,50618,10450,16863,10684,11738,8519,2526
ERROR: Packet too long È
200,0,0,2400229,330302,41511,107820,51026,412882,117441,85550
ERROR: Packet too long È
200,0,0,789564,678179,129760,234451,235090,88211,37275,24921
ERROR: Packet too long È
200,0,0,733896,132683,51064,21179,16278,10576,19972,24195
ERROR: Packet too long È
200,0,0,438374,38002,30132,11263,9303,18149,9710,10359
ERROR: Packet too long È
200,0,0,552240,41982,8943,4742,2214,6717,7513,12546
ERROR: Packet too long È
200,0,0,225748,47371,9509,10264,5852,7113,13698,8403
ERROR: Packet too long È
200,0,0,1759865,283185,88224,59130,15454,61923,38881,35465
ERROR: Packet too long È
200,0,0,980178,176943,14944,10748,26770,37075,16253,14591
ERROR: Packet too long È
200,0,0,1292604,445085,11126,9750,32826,61382,21980,9145
ERROR: Packet too long È
200,0,0,96108,147398,22350,10491,11117,59927,67977,8640
ERROR: Packet too long È
200,0,0,438714,31203,7660,4249,10328,8703,8042,10324
ERROR: Packet too long È
200,0,0,1113533,197518,52188,75568,93534,118774,107123,40030
ERROR: Packet too long È
200,0,0,463293,243698,15262,29754,72359,33633,54825,37303
ERROR: Packet too long È
200,0,0,2266854,1054798,988562,93414,111238,375373,190655,34913
ERROR: Packet too long È
